Id,Player,DOB,Seasons,PER_avg_agg,GP_avg_rs,PER_avg_rs,PER_pct_rs,GP_avg_po,PER_avg_po,PER_pct_po
Meeksjo01,Jodie Meeks,8/21/1987,7.0,200.12777085577673,14.0,7.330875741109937,0.000711104439217583,3.0,241.44139123749108,0.006585151111051194
Brookaa01,Aaron Brooks,1/14/1985,7.0,153.3470830843854,16.571428571428573,23.122720011744295,0.0007768190489363382,3.0,176.9221832958118,0.005296025321226349
Mitchdo01,Donovan Mitchell,9/7/1996,4.0,105.41753149701256,20.5,28.246144266980274,0.0007981391569355361,3.5,118.59313419482297,0.004130581976664309
Rideris01,Isaiah Rider,3/12/1971,4.0,74.61437522173173,16.5,7.74224479279991,0.0007128162694648233,4.0,90.82580078026066,0.003575776876581027
Youngtr01,Trae Young,9/19/1998,3.0,65.72409853076806,21.0,14.17873709749692,0.0007396004482163495,7.0,82.90588567519177,0.003417533042831603
Jordami01,Michael Jordan,2/17/1963,3.0,62.04493707428554,27.0,41.427262347508965,0.0008529897504111502,11.5,70.82653927272742,0.003176181707804047
Gordobe01,Ben Gordon,4/4/1983,11.0,57.55316880938966,21.636363636363637,22.855440674927202,0.0007757068192940105,5.0,65.57155136147132,0.0030711844417535775
Bogdabo01,Bogdan Bogdanovic,8/18/1992,4.0,57.041445215807606,21.25,8.844364968936187,0.000717402522722946,3.0,63.84573889771887,0.0030367018523604237
Obertfa01,Fabricio Oberto,3/21/1975,3.0,55.63708845313965,7.333333333333333,-9.213217376530451,0.0006422594959832985,3.0,82.16675901982286,0.0034027649254944467
Rosste01,Terrence Ross,2/5/1991,9.0,53.446151316920606,16.444444444444443,12.658197950991315,0.0007332730278807455,3.0,60.88719686340771,0.0029775887144533543
Thomais02,Isaiah Thomas,2/7/1989,8.0,53.38824063443498,22.25,21.6057910213378,0.0007705066515451737,3.0,57.67351473957168,0.0029133777509542215
Stuckro01,Rodney Stuckey,4/21/1986,10.0,52.22952320849194,18.3,20.37525256858636,0.0007653860112462537,3.0,57.45153478880433,0.0029089424813889646
Starkjo01,John Starks,8/10/1965,5.0,51.810526905010164,19.0,4.746443616384424,0.0007003498404822874,3.0,59.24169795058265,0.002944710829660209
Turneev01,Evan Turner,10/27/1988,9.0,50.49199888709354,20.666666666666668,14.025880095790322,0.0007389643642962082,4.5,58.432202172296655,0.0029285367023292267
Murraja01,Jamal Murray,2/23/1997,5.0,50.3130510296943,21.8,30.892010760276253,0.0008091494025404904,6.5,56.103728174245546,0.0028820126364334157
